"trade_id","code","name","entry_date","exit_date","entry_px_avg","ret_pct","hold_days","candidate","level","dist_pct_from_entry","breach_date","status","reaction_lag_td"
124,"A229640","LS에코에너지",2026-07-27,2026-08-10,52700,-13.95,14,"c4_ma60",64291.6666666667,21.9955724225174,2026-07-27,"청산지연",10
124,"A229640","LS에코에너지",2026-07-27,2026-08-10,52700,-13.95,14,"c5_base_low",42800,-18.7855787476281,2026-07-28,"청산지연",9
125,"A005090","SGC에너지",2026-07-28,2026-08-10,53072.73,-6.83,13,"c1_swing_low",36600,-31.0380302652605,2026-07-30,"청산지연",7
125,"A005090","SGC에너지",2026-07-28,2026-08-10,53072.73,-6.83,13,"c2_20d_low",34600,-34.8064439119676,,"이탈없음(데이터끝)",
125,"A005090","SGC에너지",2026-07-28,2026-08-10,53072.73,-6.83,13,"c3_ma20",41532.5,-21.7441801090692,2026-07-28,"청산지연",9
125,"A005090","SGC에너지",2026-07-28,2026-08-10,53072.73,-6.83,13,"c4_ma60",48240,-9.10586284142535,2026-07-28,"청산지연",9
125,"A005090","SGC에너지",2026-07-28,2026-08-10,53072.73,-6.83,13,"c5_base_low",43050,-18.8848962546302,2026-07-28,"청산지연",9
126,"A463020","뉴엔AI",2026-08-06,2026-08-21,11361.86,-15.12,15,"c1_swing_low",7320,-35.5739289165682,,"이탈없음(데이터끝)",
126,"A463020","뉴엔AI",2026-08-06,2026-08-21,11361.86,-15.12,15,"c2_20d_low",5450,-52.032501720669,,"이탈없음(데이터끝)",
126,"A463020","뉴엔AI",2026-08-06,2026-08-21,11361.86,-15.12,15,"c3_ma20",7326,-35.5211206615818,,"이탈없음(데이터끝)",
126,"A463020","뉴엔AI",2026-08-06,2026-08-21,11361.86,-15.12,15,"c4_ma60",8628.16666666667,-24.060262433557,,"이탈없음(데이터끝)",
126,"A463020","뉴엔AI",2026-08-06,2026-08-21,11361.86,-15.12,15,"c5_base_low",7320,-35.5739289165682,,"이탈없음(데이터끝)",
127,"A108860","셀바스AI",2026-08-06,2026-08-13,11176.67,-3.07,7,"c1_swing_low",7250,-35.1327363159152,,"이탈없음(데이터끝)",
127,"A108860","셀바스AI",2026-08-06,2026-08-13,11176.67,-3.07,7,"c2_20d_low",6100,-45.4220264175287,,"이탈없음(데이터끝)",
127,"A108860","셀바스AI",2026-08-06,2026-08-13,11176.67,-3.07,7,"c3_ma20",7855.5,-29.7152013971961,,"이탈없음(데이터끝)",
127,"A108860","셀바스AI",2026-08-06,2026-08-13,11176.67,-3.07,7,"c4_ma60",8857.5,-20.7500981956164,,"이탈없음(데이터끝)",
127,"A108860","셀바스AI",2026-08-06,2026-08-13,11176.67,-3.07,7,"c5_base_low",8650,-22.6066440182988,,"이탈없음(데이터끝)",
128,"A035420","NAVER",2026-08-06,2026-08-10,226600,-0.71,4,"c1_swing_low",194100,-14.342453662842,,"이탈없음(데이터끝)",
128,"A035420","NAVER",2026-08-06,2026-08-10,226600,-0.71,4,"c2_20d_low",181100,-20.0794351279788,,"이탈없음(데이터끝)",
128,"A035420","NAVER",2026-08-06,2026-08-10,226600,-0.71,4,"c3_ma20",203305,-10.2802294792586,,"이탈없음(데이터끝)",
128,"A035420","NAVER",2026-08-06,2026-08-10,226600,-0.71,4,"c4_ma60",213793.333333333,-5.65166225360399,2026-08-07,"청산지연",1
128,"A035420","NAVER",2026-08-06,2026-08-10,226600,-0.71,4,"c5_base_low",201500,-11.0767872903795,,"이탈없음(데이터끝)",
129,"A377480","마음AI",2026-08-06,2026-08-13,12080,-4.14,7,"c1_swing_low",9150,-24.2549668874172,,"이탈없음(데이터끝)",
129,"A377480","마음AI",2026-08-06,2026-08-13,12080,-4.14,7,"c2_20d_low",7730,-36.0099337748344,,"이탈없음(데이터끝)",
129,"A377480","마음AI",2026-08-06,2026-08-13,12080,-4.14,7,"c3_ma20",9484.5,-21.4859271523179,,"이탈없음(데이터끝)",
129,"A377480","마음AI",2026-08-06,2026-08-13,12080,-4.14,7,"c4_ma60",11525.8333333333,-4.58747240618101,2026-08-06,"청산지연",5
129,"A377480","마음AI",2026-08-06,2026-08-13,12080,-4.14,7,"c5_base_low",10030,-16.9701986754967,,"이탈없음(데이터끝)",
130,"A304100","솔트룩스",2026-08-07,2026-08-20,18040,-7.34,13,"c1_swing_low",11880,-34.1463414634146,,"이탈없음(데이터끝)",
130,"A304100","솔트룩스",2026-08-07,2026-08-20,18040,-7.34,13,"c2_20d_low",9960,-44.7893569844789,,"이탈없음(데이터끝)",
130,"A304100","솔트룩스",2026-08-07,2026-08-20,18040,-7.34,13,"c3_ma20",12811.5,-28.9828159645233,,"이탈없음(데이터끝)",
130,"A304100","솔트룩스",2026-08-07,2026-08-20,18040,-7.34,13,"c4_ma60",14877.6666666667,-17.529563932003,,"이탈없음(데이터끝)",
130,"A304100","솔트룩스",2026-08-07,2026-08-20,18040,-7.34,13,"c5_base_low",17000,-5.76496674057649,2026-08-07,"청산지연",8
132,"A126340","비나텍",2026-08-18,2026-08-20,79559.57,-8.36,2,"c1_swing_low",67100,-15.6606804184588,2026-08-18,"청산지연",2
132,"A126340","비나텍",2026-08-18,2026-08-20,79559.57,-8.36,2,"c2_20d_low",43200,-45.7010639951925,,"이탈없음(데이터끝)",
132,"A126340","비나텍",2026-08-18,2026-08-20,79559.57,-8.36,2,"c3_ma20",63312.5,-20.4212642174914,2026-08-21,"청산선행",-1
132,"A126340","비나텍",2026-08-18,2026-08-20,79559.57,-8.36,2,"c4_ma60",90912.5,14.269722674469,2026-08-18,"청산지연",2
132,"A126340","비나텍",2026-08-18,2026-08-20,79559.57,-8.36,2,"c5_base_low",67100,-15.6606804184588,2026-08-18,"청산지연",2
